additions,additions_avg,additions_max,change_set_avg,change_set_max,code_churn_avg,code_churn_count,code_churn_max,commit,commits_count,committed_at,contributors_count,deletions,deletions_avg,deletions_max,failure_prone,filepath,highest_contributor_experience,hunks_median,minor_contributors_count
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\log\\testing\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\conftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\testing\\test_traceback.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\plugin\\pytest_runner.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\magic\\testing\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\compat\\testing\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\svn\\testing\\svntestbase.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\dist\\nodemanage.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\thread\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\script\\socketserverservice.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\plugin\\pytest_resultdb.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\compat\\__init__.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\defaultconftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\rest\\transform.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\io\\stdcapture.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\parametrize\\test_parametrize.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\mysetup2\\test_sample.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\thread\\testing\\test_pool.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\test\\testing\\test_funcargs.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\mysetup\\conftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\code\\testing\\test_frame.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\builtin\\exception.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\misc\\testing\\test_svnlook.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\compat\\conftest.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\execnet\\script\\shell.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,example\\funcarg\\parametrize\\test_parametrize2.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\cmdline\\pycleanup.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\svn\\wccommand.py,0.0,0.0,0.0
0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,53dc59511391a8a7d4cf2f9a3ce0b0fb8adc31df,0.0,2009-06-19 13:05:44+02:00,0.0,0.0,0.0,0.0,0.0,py\\path\\svn\\testing\\__init__.py,0.0,0.0,0.0
